Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
21/60,Whenever ControlLoopFinish occurs the system shall ensure that either ControlLoopStart has never occurred before or that before ControlLoopFinish the following conditions hold. The system shall not allow ControlLoopStart to occur immediately after a state where ControlLoopStart was previously inactive. In addition the system shall guarantee that prior to ControlLoopFinish the sequence of operations involving MonitorBatteryStatus and SendBatteryStatusData together with MonitorBatteryLevel and SendBatteryLevelData and MonitorBatteryVoltage and SendBatteryVoltageData has not been continuously active up to the point where ControlLoopStart becomes true again after being false.    In practical terms for an autonomous drone this means that once a control loop cycle finishes the drone must not restart the control loop unless it has properly completed or paused all battery monitoring and reporting activities. The drone must ensure that battery status level and voltage monitoring and their corresponding data transmissions are not running continuously through the transition from the end of one control loop to the start of the next.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (((MonitorBatteryStatus & SendBatteryStatusData) & (MonitorBatteryLevel & SendBatteryLevelData)) & (MonitorBatteryVoltage & SendBatteryVoltageData))) S ((! (((MonitorBatteryStatus & SendBatteryStatusData) & (MonitorBatteryLevel & SendBatteryLevelData)) & (MonitorBatteryVoltage & SendBatteryVoltageData))) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ ( ¬Y(¬ControlLoopStart ∧ ControlLoopStart) ∧ ¬((MonitorBatteryStatus ∧ SendBatteryStatusData ∧ MonitorBatteryLevel ∧ SendBatteryLevelData ∧ MonitorBatteryVoltage ∧ SendBatteryVoltageData) S (¬ControlLoopStart ∧ Y(ControlLoopStart))) ) ) ),False
22/61,At all times when MonitoringEnabled is active; the system shall ensure that MonitorCommunicationQuality is performed.,(H (MonitoringEnabled -> MonitorCommunicationQuality)),H (MonitoringEnabled → MonitorCommunicationQuality),True
22/62,The flight control software shall ensure that whenever ControlLoopFinish occurs it must be the case that either ControlLoopStart has never occurred before or that the most recent ControlLoopStart happened only after all monitoring and data transmission actions for row pitch and yaw—namely MonitorRow with SendRowData MonitorPitch with SendPitchData and MonitorYaw with SendYawData—had been continuously completed without interruption up to that point. This requirement ensures that each control loop cycle in the aircraft’s automation system begins only after all sensor monitoring and data reporting tasks have been properly finalized from the previous cycle.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (((MonitorRow & SendRowData) & (MonitorPitch & SendPitchData)) & (MonitorYaw & SendYawData))) S ((! (((MonitorRow & SendRowData) & (MonitorPitch & SendPitchData)) & (MonitorYaw & SendYawData))) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ ( O(ControlLoopStart ∧ H((MonitorRow ∧ SendRowData ∧ MonitorPitch ∧ SendPitchData ∧ MonitorYaw ∧ SendYawData) S ControlLoopStart))) ) ),False
22/63,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that ControlLoopStart has not previously been active; or that the most recent system history shows no instance where ControlLoopStart was active immediately after a period when it was inactive; and that prior to this point the system continuously maintained a state where MonitorAccelerometerData and SendAccelerometerData were not both active until the moment when ControlLoopStart became active following a period of inactivity.    In practical terms; for an autonomous drone flight controller; this means that after each control loop finishes; the controller must confirm that no new control loop has started unexpectedly and that accelerometer monitoring and data transmission were not simultaneously active leading up to the start of a new control loop.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorAccelerometerData & SendAccelerometerData)) S ((! (MonitorAccelerometerData & SendAccelerometerData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O ( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ H( ¬(¬ControlLoopStart S (¬(MonitorAccelerometerData ∧ SendAccelerometerData) S (¬ControlLoopStart ∧ Y(ControlLoopStart))))) ) ),False
22/64,Whenever the aircraft exits SimulationMode after having been in SimulationMode in the previous cycle; the system shall ensure that during the entire period following this transition; either SimulatePacketLoss remains inactive until the next entry into SimulationMode or the measured PacketLossRate stays less than or equal to AcceptablePacketLoss. This requirement guarantees that when the aircraft switches from simulated operation to real operation; communication reliability is maintained and no unintended packet loss simulation continues to affect the live control system.,((H (((! SimulationMode) & (Y SimulationMode)) -> (Y ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) S ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) & (SimulationMode & (Z (! SimulationMode)))))))) & (((! ((! SimulationMode) & (Y SimulationMode))) S ((! ((! SimulationMode) & (Y SimulationMode))) & (SimulationMode & (Z (! SimulationMode))))) -> ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) S ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) & (SimulationMode & (Z (! SimulationMode))))))),H(((Y SimulationMode) & ¬SimulationMode) → H((¬SimulatePacketLoss) | (PacketLossRate ≤ AcceptablePacketLoss))),False
22/65,The system shall always ensure that when AutonomousFlightMode is active; both JetsonControl and JetsonControlDisplay are engaged. When RemoteControlFlightMode is active; both NucleoControl and NucleoControlDisplay shall be engaged. When FailsafeFlightMode is active; both NucleoControl and NucleoControlDisplay shall also be engaged.,(H (((AutonomousFlightMode -> (JetsonControl & JetsonControlDisplay)) & (RemoteControlFlightMode -> (NulceoControl & NucleoControlDisplay))) & (FailsafeFlightMode -> (NucleoControl & NucleoControlDisplay)))),H((AutonomousFlightMode → (JetsonControl ∧ JetsonControlDisplay)) ∧ (RemoteControlFlightMode → (NucleoControl ∧ NucleoControlDisplay)) ∧ (FailsafeFlightMode → (NucleoControl ∧ NucleoControlDisplay))),False
22/66,Whenever the aircraft exits SimulationMode after previously being in SimulationMode the system shall ensure that either SimulatePacketLoss remains inactive until the transition out of SimulationMode is complete or that the PacketLossRate stays less than or equal to AcceptablePacketLoss throughout this transition. This condition shall hold for every occurrence of entering or leaving SimulationMode so that the communication link of the aircraft maintains acceptable performance whenever the system switches between simulated and real operation.,((H (((! SimulationMode) & (Y SimulationMode)) -> (Y ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) S ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) & (SimulationMode & (Z (! SimulationMode)))))))) & (((! ((! SimulationMode) & (Y SimulationMode))) S ((! ((! SimulationMode) & (Y SimulationMode))) & (SimulationMode & (Z (! SimulationMode))))) -> ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) S ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) & (SimulationMode & (Z (! SimulationMode))))))),H(((SimulationMode S Y(SimulationMode)) → ((¬SimulatePacketLoss) S ¬SimulationMode ∨ (PacketLossRate ≤ AcceptablePacketLoss) S ¬SimulationMode))),False
22/67,Requirement:   Once ControlLoopFinish becomes true; the system shall ensure that either ControlLoopStart has never occurred before; or that the previous operational history satisfies the following: the most recent cycle did not include a transition where ControlLoopStart was active immediately after a period when it was inactive; and throughout that period the system maintained a state in which MonitorBatteryDischargeRate and SendBatteryDischargeRateData were consistently aligned with the ControlLoopStart activity.    In practical terms; for an autonomous drone; this means that after a control loop completes; the flight controller must confirm that no unintended restart of the control loop occurred and that the monitoring and transmission of the battery discharge rate remained properly synchronized with the control loop’s start and finish events.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorBatteryDischargeRate & SendBatteryDischargeRateData)) S ((! (MonitorBatteryDischargeRate & SendBatteryDischargeRateData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ H( ¬(¬Y(ControlLoopStart) ∧ ControlLoopStart) ∧ ((MonitorBatteryDischargeRate ↔ ControlLoopStart) ∧ (SendBatteryDischargeRateData ↔ ControlLoopStart)) ) ) ),False
22/68,Whenever the aircraft exits SimulationMode after previously being in SimulationMode the system shall ensure that before and during this transition either SimulatePacketLoss remains inactive until the end of SimulationMode or the measured PacketLossRate stays less than or equal to AcceptablePacketLoss. This condition shall hold for every occurrence of leaving SimulationMode so that the communication link of the aircraft never experiences simulated packet loss or excessive real packet loss when returning to normal operation.,((H (((! SimulationMode) & (Y SimulationMode)) -> (Y ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) S ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) & (SimulationMode & (Z (! SimulationMode)))))))) & (((! ((! SimulationMode) & (Y SimulationMode))) S ((! ((! SimulationMode) & (Y SimulationMode))) & (SimulationMode & (Z (! SimulationMode))))) -> ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) S ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) & (SimulationMode & (Z (! SimulationMode))))))),H(((Y SimulationMode) ∧ ¬SimulationMode) → (H(SimulatePacketLoss → SimulationMode) ∨ H(PacketLossRate ≤ AcceptablePacketLoss))),False
23/69,The system shall continuously ensure that MonitorPowerConsumption is active and that ReturnPowerConsumptionData is being performed at all times during operation.,(H (MonitorPowerConsumption & ReturnPowerConsumptionData)),H (MonitorPowerConsumption ∧ ReturnPowerConsumptionData),True
24/70,At all times when MonitoringEnabled is active the system shall ensure that ManageEnergySources is also active. For example in an autonomous drone this means that whenever the monitoring function is turned on the energy management process must be running continuously.,(H (MonitoringEnabled -> ManageEnergySources)),H(MonitoringEnabled → ManageEnergySources),True
24/71,Whenever ControlLoopFinish occurs the system shall ensure that either ControlLoopStart has never occurred before or that the following condition holds. The previous cycle must not include any instance where ControlLoopStart was active while the immediately preceding state showed that ControlLoopStart had been inactive. In addition the system shall verify that before ControlLoopStart becomes active again the functions MonitorGPSLatitude MonitorGPSLongitude MonitorGPSAltitude MonitorGPSHomePosition and SendGPSData have all been continuously active together without interruption since the last time ControlLoopStart was inactive. This requirement ensures that the drone’s control loop only restarts after all GPS monitoring and data transmission processes have been consistently operating and that no premature control loop start occurs before stable GPS data is confirmed.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! ((((MonitorGPSLatitude & MonitorGPSLongitude) & MonitorGPSAltitude) & MonitorGPSHomePosition) & SendGPSData)) S ((! ((((MonitorGPSLatitude & MonitorGPSLongitude) & MonitorGPSAltitude) & MonitorGPSHomePosition) & SendGPSData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ H( (Y(¬ControlLoopStart) → ¬ControlLoopStart) ∧ ( (¬ControlLoopStart) S ( (MonitorGPSLatitude ∧ MonitorGPSLongitude ∧ MonitorGPSAltitude ∧ MonitorGPSHomePosition ∧ SendGPSData) ∧ Y(¬ControlLoopStart) ) ) ) ) ),False
24/72,The system shall ensure that ControlLoopFinish has never occurred before; or if it has; then after the most recent ControlLoopFinish event; the functions CollectHardwareExecutionTimes and AssessHardwareTimePerformance shall not both be active at the same time until ControlLoopFinish occurs again.    In practical terms; for example in an autonomous drone control system; this means that once the control loop completes; the drone must not simultaneously collect hardware execution times and assess hardware time performance until the next control loop cycle begins.,((H (! ControlLoopFinish)) | (! ((! (CollectHardwareExecutionTimes & AssessHardwareTimePerformance)) S ((! (CollectHardwareExecutionTimes & AssessHardwareTimePerformance)) & (ControlLoopFinish & (Z (! ControlLoopFinish))))))),H( ControlLoopFinish → H( ¬(CollectHardwareExecutionTimes ∧ AssessHardwareTimePerformance) S ControlLoopFinish ) ),False
25/73,The system shall ensure that JetsonFailureDetectionRunning NucleoOneFailureDetectionRunning NucleoTwoFailureDetectionRunning and RaspberryFailureDetectionRunning have been continuously active and operational at all times in the past during aircraft operation.,(H (((JetsonFailureDetectionRunning & NucleoOneFailureDetectionRunning) & NucleoTwoFailureDetectionRunning) & RaspberryFailureDetectionRunning)),H (JetsonFailureDetectionRunning ∧ NucleoOneFailureDetectionRunning ∧ NucleoTwoFailureDetectionRunning ∧ RaspberryFailureDetectionRunning),True
26/74,At all times when either SimulationMode or RealMode is active the system shall ensure that ServoMonitoring and BatteryMonitoring are both operating and that AttitudeMonitoring is also active.,(H ((SimulationMode | RealMode) -> ((ServoMonitoring & BatteryMonitoring) & AttitudeMonitoring))),H(((SimulationMode ∨ RealMode) → (ServoMonitoring ∧ BatteryMonitoring ∧ AttitudeMonitoring))),True
26/75,When the aircraft control system exits SimulationMode after having been in SimulationMode in the previous cycle the system shall verify that the transition of control between NucleoOneControl and NucleoTwoControl is properly measured and recorded by MeasureControlTransition. This requirement applies whenever SimulationMode changes from active to inactive and remains valid for all past operational states where SimulationMode was previously active. The system shall ensure that any change in control between NucleoOneControl and NucleoTwoControl that occurred during or immediately after SimulationMode is consistently associated with a valid MeasureControlTransition event or with the confirmation that SimulationMode was active and has just been deactivated.,((H (((! SimulationMode) & (Y SimulationMode)) -> (Y (((Y ((NucleoOneControl | NucleoTwoControl) & ((Y (! (NucleoOneControl | NucleoTwoControl))) | (SimulationMode & (Z (! SimulationMode)))))) -> (MeasureControlTransition | (SimulationMode & (Z (! SimulationMode))))) S (((Y ((NucleoOneControl | NucleoTwoControl) & ((Y (! (NucleoOneControl | NucleoTwoControl))) | (SimulationMode & (Z (! SimulationMode)))))) -> (MeasureControlTransition | (SimulationMode & (Z (! SimulationMode))))) & (SimulationMode & (Z (! SimulationMode)))))))) & (((! ((! SimulationMode) & (Y SimulationMode))) S ((! ((! SimulationMode) & (Y SimulationMode))) & (SimulationMode & (Z (! SimulationMode))))) -> (((Y ((NucleoOneControl | NucleoTwoControl) & ((Y (! (NucleoOneControl | NucleoTwoControl))) | (SimulationMode & (Z (! SimulationMode)))))) -> (MeasureControlTransition | (SimulationMode & (Z (! SimulationMode))))) S (((Y ((NucleoOneControl | NucleoTwoControl) & ((Y (! (NucleoOneControl | NucleoTwoControl))) | (SimulationMode & (Z (! SimulationMode)))))) -> (MeasureControlTransition | (SimulationMode & (Z (! SimulationMode))))) & (SimulationMode & (Z (! SimulationMode))))))),H(((Y SimulationMode) ∧ ¬SimulationMode) → (MeasureControlTransition S (Y SimulationMode))),False
26/76,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that either ControlLoopStart has never occurred before; or that the previous cycle did not include a situation where ControlLoopStart was active immediately after a period when it was inactive; and that before the most recent ControlLoopStart; the functions MonitorTiltAngles and SendTiltAngleData were continuously active until that ControlLoopStart began.    In practical terms; for an autonomous drone; this means that after the control loop finishes; the flight controller must confirm that either no control loop was ever started before; or that the transition into the last control loop occurred only after a continuous period of monitoring and transmitting tilt angle data.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorTiltAngles & SendTiltAngleData)) S ((! (MonitorTiltAngles & SendTiltAngleData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ ( (MonitorTiltAngles ∧ SendTiltAngleData) S ControlLoopStart ) ) ),False
26/77,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that either ControlLoopStart has never occurred before; or that the previous cycle completed correctly such that ControlLoopStart was not active immediately before and the monitoring and transmission of voltage bus consumption data behaved consistently. Specifically; before each ControlLoopFinish; the system shall verify that the ControlLoopStart signal transitions properly from inactive to active; and that during this period the MonitorVoltageBusConsumption and SendVoltageBusConsumptionData functions have operated without interruption or overlap that would indicate a fault in the control loop timing. This requirement applies to the flight control automation of the aircraft to guarantee that each control loop executes in a well-defined sequence and that voltage bus consumption data is monitored and transmitted correctly between loop iterations.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorVoltageBusConsumption & SendVoltageBusConsumptionData)) S ((! (MonitorVoltageBusConsumption & SendVoltageBusConsumptionData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → (¬O(ControlLoopStart) ∨ (Y(¬ControlLoopStart) ∧ H((MonitorVoltageBusConsumption ∧ SendVoltageBusConsumptionData) → (¬ControlLoopStart S ControlLoopStart))))),False
26/78,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that ControlLoopStart has not previously been active; or that the most recent system history shows no instance where ControlLoopStart was active immediately after a period when it was inactive; and that prior to this point the system consistently maintained a state where MonitorAccelerometerData and SendAccelerometerData were not both inactive until the moment when ControlLoopStart became active following a period of inactivity.    In practical terms; for an autonomous drone flight controller; this means that after the control loop completes its cycle; the software must confirm that no unintended restart of the control loop occurred and that accelerometer monitoring and data transmission were continuously managed up to the point when the control loop legitimately began again.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorAccelerometerData & SendAccelerometerData)) S ((! (MonitorAccelerometerData & SendAccelerometerData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → (¬O(ControlLoopStart) ∨ H(¬(¬ControlLoopStart ∧ Y(ControlLoopStart))) ∧ H((¬(¬MonitorAccelerometerData ∧ ¬SendAccelerometerData)) S (¬ControlLoopStart ∧ Y(¬ControlLoopStart) ∧ ControlLoopStart)))),False
26/79,Requirement:   Once ControlLoopFinish has occurred; the system must ensure that ControlLoopStart has not been active before that point; or that the previous cycle ended correctly without overlapping ControlLoopStart events. In addition; before ControlLoopFinish; the system must have maintained a consistent state where MonitorAccelerations and SendAccelerationsData were not both inactive until a new ControlLoopStart began after the previous one had fully completed.    In practical terms; for an autonomous drone flight controller; this means that each control loop must complete fully before a new ControlLoopStart is initiated; and during the transition between loops; the drone must continue monitoring and transmitting acceleration data without interruption or overlap between consecutive control cycles.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorAccelerations & SendAccelerationsData)) S ((! (MonitorAccelerations & SendAccelerationsData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( (¬O ControlLoopStart) ∨ (O(ControlLoopFinish ∧ ¬O(ControlLoopStart S ControlLoopFinish))) ) ∧ H( (¬(¬MonitorAccelerations ∧ ¬SendAccelerationsData)) S ControlLoopStart ) ),False
26/80,Requirement:   Whenever ControlLoopFinish occurs; it shall be guaranteed that either ControlLoopStart has never occurred before; or the following conditions hold:   The previous system state existed; and there was no situation where ControlLoopStart occurred immediately after a period in which ControlLoopStart had not yet happened. In addition; before ControlLoopFinish; the system shall have continuously maintained a state where MonitorInternalTemperature and SendInternalTemperatureData were both active from the most recent ControlLoopStart until ControlLoopFinish.    In practical terms; for an autonomous drone’s flight control system; this means that every time the control loop completes (ControlLoopFinish); the system must confirm that the loop was properly initiated (ControlLoopStart) and that internal temperature monitoring and data transmission (MonitorInternalTemperature and SendInternalTemperatureData) were continuously active throughout the entire control loop execution.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorInternalTemperature & SendInternalTemperatureData)) S ((! (MonitorInternalTemperature & SendInternalTemperatureData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ ( Y(true) ∧ H( (ControlLoopStart S (ControlLoopStart ∧ H(MonitorInternalTemperature ∧ SendInternalTemperatureData))) ) ) ) ),False
26/81,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that ControlLoopStart has not previously been active; or that the most recent system history shows no overlapping activation of ControlLoopStart with any earlier period where ControlLoopStart was inactive. In addition; before ControlLoopFinish; the system shall have maintained a continuous record showing that whenever MonitorVoltageBusConsumption and SendVoltageBusConsumptionData were both inactive; this condition persisted until the moment when ControlLoopStart became active following a period in which it had been inactive.    Example context:   In an autonomous aircraft power management controller; after each ControlLoopFinish event; the controller must confirm that no unintended restart of the control loop occurred and that voltage bus monitoring and data transmission were consistently tracked according to the defined activation sequence.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorVoltageBusConsumption & SendVoltageBusConsumptionData)) S ((! (MonitorVoltageBusConsumption & SendVoltageBusConsumptionData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),(O(ControlLoopFinish) → H((¬ControlLoopStart S ControlLoopFinish) ∧ ((¬(MonitorVoltageBusConsumption ∨ SendVoltageBusConsumptionData)) S (¬ControlLoopStart S ControlLoopStart)))),False
27/82,The system shall ensure that whenever MonitoringEnabled is active; ManageEnergySources is also active at all times in the past.,(H (MonitoringEnabled -> ManageEnergySources)),H (MonitoringEnabled → H (ManageEnergySources)),True
27/83,Requirement:   Before ControlLoopFinish becomes true for the first time; the system must ensure that CollectHardwareExecutionTimes and AssessHardwareTimePerformance have not both been active at the same time. Once ControlLoopFinish has occurred; the system must not return to a state where ControlLoopFinish is false.    Example engineering interpretation:   In the flight control computer of an autonomous aircraft; ControlLoopFinish represents the completion of a control cycle. The system shall guarantee that before the first control cycle completes; the processes CollectHardwareExecutionTimes and AssessHardwareTimePerformance are not executed together. After the control loop has finished once; the aircraft shall not revert to a state where the control loop is considered unfinished.,((H (! ControlLoopFinish)) | (! ((! (CollectHardwareExecutionTimes & AssessHardwareTimePerformance)) S ((! (CollectHardwareExecutionTimes & AssessHardwareTimePerformance)) & (ControlLoopFinish & (Z (! ControlLoopFinish))))))),H( (¬O(ControlLoopFinish) → ¬(CollectHardwareExecutionTimes ∧ AssessHardwareTimePerformance)) ∧ (O(ControlLoopFinish) → ControlLoopFinish) ),False
27/84,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that ControlLoopStart has not been active at any time before that point; or alternatively that the previous cycle history shows no overlapping activation of ControlLoopStart with any earlier period where ControlLoopStart had already been inactive. In addition; before ControlLoopFinish; the system shall have maintained continuous monitoring of MonitorTiltAngles and transmission of SendTiltAngleData from the moment ControlLoopStart became active until the loop was completed.    Example context:   In an autonomous drone flight controller; once ControlLoopFinish is reached; the control software must confirm that no new ControlLoopStart was triggered during or before the completion of the previous loop; and that tilt angle monitoring and data transmission were consistently active throughout the control loop execution.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorTiltAngles & SendTiltAngleData)) S ((! (MonitorTiltAngles & SendTiltAngleData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( (¬O(ControlLoopStart)) ∨ H( (ControlLoopStart → (MonitorTiltAngles ∧ SendTiltAngleData)) S ControlLoopStart ) ) ),False
28/85,At all times when either SimulationMode or RealMode is active the system shall ensure that ServoMonitoring and BatteryMonitoring are both operating and that AttitudeMonitoring is also active.,(H ((SimulationMode | RealMode) -> ((ServoMonitoring & BatteryMonitoring) & AttitudeMonitoring))),H(((SimulationMode ∨ RealMode) → (ServoMonitoring ∧ BatteryMonitoring ∧ AttitudeMonitoring))),True
28/86,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that either ControlLoopStart has never occurred before; or that the previous system state satisfied the following conditions: the control loop was not simultaneously starting while the immediately preceding state showed that ControlLoopStart had not yet occurred; and before that point the system continuously maintained a condition where MonitorBatteryDischargeRate and SendBatteryDischargeRateData were not both active until the moment when ControlLoopStart occurred after a period in which ControlLoopStart had not been active.    In practical terms; for an autonomous drone this means that after a control loop completes; the flight controller must confirm that no new control loop was initiated during the preceding operational sequence unless the battery monitoring and data transmission functions had been consistently inactive up to the point when the next control loop began.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorBatteryDischargeRate & SendBatteryDischargeRateData)) S ((! (MonitorBatteryDischargeRate & SendBatteryDischargeRateData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → (¬O(ControlLoopStart) ∨ Y(¬ControlLoopStart ∧ Y(¬O(ControlLoopStart) ∧ ((¬(MonitorBatteryDischargeRate ∧ SendBatteryDischargeRateData)) S (ControlLoopStart ∧ Y(¬ControlLoopStart))))))),False
28/87,The system shall ensure that ControlLoopFinish has never occurred before; or if it has; then after the most recent ControlLoopFinish event; the functions CollectHardwareExecutionTimes and AssessHardwareTimePerformance shall not both be active at the same time until ControlLoopFinish becomes false again.    In practical terms; for example in an autonomous drone control system; this means that once the control loop completes; the drone must not perform hardware timing collection and performance assessment together until the control loop is reset or restarted.,((H (! ControlLoopFinish)) | (! ((! (CollectHardwareExecutionTimes & AssessHardwareTimePerformance)) S ((! (CollectHardwareExecutionTimes & AssessHardwareTimePerformance)) & (ControlLoopFinish & (Z (! ControlLoopFinish))))))),(H(¬ControlLoopFinish) ∨ H((ControlLoopFinish → ((¬(CollectHardwareExecutionTimes ∧ AssessHardwareTimePerformance)) S ¬ControlLoopFinish)))),False
29/88,OverallSystemHealthMonitoring shall remain continuously active and operational at all times to ensure that the system consistently monitors the health status of all components throughout the mission.,(O OverallSystemHealthMonitoring),H(OverallSystemHealthMonitoring),True
29/89,At all times the aircraft shall ensure that when AutonomousFlightMode is active both JetsonControl and JetsonControlDisplay are active when RemoteControlFlightMode is active both NucleoControl and NucleoControlDisplay are active and when FailsafeFlightMode is active both NucleoControl and NucleoControlDisplay are active.,(H (((AutonomousFlightMode -> (JetsonControl & JetsonControlDisplay)) & (RemoteControlFlightMode -> (NulceoControl & NucleoControlDisplay))) & (FailsafeFlightMode -> (NucleoControl & NucleoControlDisplay)))),H((AutonomousFlightMode → (JetsonControl ∧ JetsonControlDisplay)) ∧ (RemoteControlFlightMode → (NucleoControl ∧ NucleoControlDisplay)) ∧ (FailsafeFlightMode → (NucleoControl ∧ NucleoControlDisplay))),False
